disease,integration type,experiment,threshold,features,accuracy,test instances,train instances,total_instances
Kidney_Neoplasm,multi,GDS507,80,50,100,25,9,34
Kidney_Neoplasm,multi,GDS507,80,60,100,25,9,34
Kidney_Neoplasm,multi,GDS507,80,70,100,25,9,34
Kidney_Neoplasm,multi,GDS507,80,80,100,25,9,34
Kidney_Neoplasm,multi,GDS507,80,90,100,25,9,34
Kidney_Neoplasm,multi,GDS505,90,10,100,25,9,34
Kidney_Neoplasm,multi,GDS505,90,20,100,25,9,34
Kidney_Neoplasm,multi,GDS505,90,30,100,25,9,34
Kidney_Neoplasm,multi,GDS505,90,40,100,25,9,34
Kidney_Neoplasm,multi,GDS505,90,50,100,25,9,34
Kidney_Neoplasm,multi,GDS505,90,60,100,25,9,34
Kidney_Neoplasm,multi,GDS505,90,70,100,25,9,34
Kidney_Neoplasm,multi,GDS505,90,80,100,25,9,34
Kidney_Neoplasm,multi,GDS505,90,90,100,25,9,34
Kidney_Neoplasm,multi,GDS507,90,10,100,25,9,34
Kidney_Neoplasm,multi,GDS507,90,20,100,25,9,34
Kidney_Neoplasm,multi,GDS507,90,30,100,25,9,34
Kidney_Neoplasm,multi,GDS507,90,40,100,25,9,34
Kidney_Neoplasm,multi,GDS507,90,50,100,25,9,34
Kidney_Neoplasm,multi,GDS507,90,60,100,25,9,34
Kidney_Neoplasm,multi,GDS507,90,70,100,25,9,34
Kidney_Neoplasm,multi,GDS507,90,80,100,25,9,34
Kidney_Neoplasm,multi,GDS507,90,90,100,25,9,34
Leiomyoma,single,GDS2245,10,10,100,17,1,18
Leiomyoma,single,GDS2245,10,20,100,17,1,18
Leiomyoma,single,GDS2245,10,30,100,17,1,18
Leiomyoma,single,GDS2245,10,40,100,17,1,18
Leiomyoma,single,GDS2245,10,50,100,17,1,18
Leiomyoma,single,GDS2245,10,60,100,17,1,18
Leiomyoma,single,GDS2245,10,70,100,17,1,18
Leiomyoma,single,GDS2245,10,80,100,17,1,18
Leiomyoma,single,GDS2245,10,90,100,17,1,18
Leiomyoma,single,GDS2737,10,10,66.6667,71,3,74
Leiomyoma,single,GDS2737,10,20,100,71,3,74
Leiomyoma,single,GDS2737,10,30,100,71,3,74
Leiomyoma,single,GDS2737,10,40,100,71,3,74
Leiomyoma,single,GDS2737,10,50,100,71,3,74
Leiomyoma,single,GDS2737,10,60,100,71,3,74
Leiomyoma,single,GDS2737,10,70,100,71,3,74
Leiomyoma,single,GDS2737,10,80,100,71,3,74
Leiomyoma,single,GDS2737,10,90,100,71,3,74
Leiomyoma,single,GDS2245,20,10,100,15,3,18
Leiomyoma,single,GDS2245,20,20,100,15,3,18
Leiomyoma,single,GDS2245,20,30,100,15,3,18
Leiomyoma,single,GDS2245,20,40,100,15,3,18
Leiomyoma,single,GDS2245,20,50,100,15,3,18
Leiomyoma,single,GDS2245,20,60,100,15,3,18
Leiomyoma,single,GDS2245,20,70,100,15,3,18
Leiomyoma,single,GDS2245,20,80,100,15,3,18
Leiomyoma,single,GDS2245,20,90,100,15,3,18
Leiomyoma,single,GDS2737,20,10,85.7143,67,7,74
Leiomyoma,single,GDS2737,20,20,85.7143,67,7,74
Leiomyoma,single,GDS2737,20,30,71.4286,67,7,74
Leiomyoma,single,GDS2737,20,40,71.4286,67,7,74
Leiomyoma,single,GDS2737,20,50,85.7143,67,7,74
Leiomyoma,single,GDS2737,20,60,100,67,7,74
Leiomyoma,single,GDS2737,20,70,85.7143,67,7,74
Leiomyoma,single,GDS2737,20,80,100,67,7,74
Leiomyoma,single,GDS2737,20,90,85.7143,67,7,74
Leiomyoma,single,GDS2245,30,10,100,13,5,18
Leiomyoma,single,GDS2245,30,20,100,14,4,18
Leiomyoma,single,GDS2245,30,30,100,14,4,18
Leiomyoma,single,GDS2245,30,40,100,14,4,18
Leiomyoma,single,GDS2245,30,50,100,14,4,18
Leiomyoma,single,GDS2245,30,60,100,14,4,18
Leiomyoma,single,GDS2245,30,70,100,14,4,18
Leiomyoma,single,GDS2245,30,80,100,14,4,18
Leiomyoma,single,GDS2245,30,90,100,14,4,18
Leiomyoma,single,GDS2737,30,10,90,64,10,74
Leiomyoma,single,GDS2737,30,20,90,64,10,74
Leiomyoma,single,GDS2737,30,30,90,64,10,74
Leiomyoma,single,GDS2737,30,40,90,64,10,74
Leiomyoma,single,GDS2737,30,50,90,64,10,74
Leiomyoma,single,GDS2737,30,60,80,64,10,74
Leiomyoma,single,GDS2737,30,70,90,64,10,74
Leiomyoma,single,GDS2737,30,80,90,64,10,74
Leiomyoma,single,GDS2737,30,90,90,64,10,74
Leiomyoma,single,GDS2245,40,10,100,11,7,18
Leiomyoma,single,GDS2245,40,20,100,13,5,18
Leiomyoma,single,GDS2245,40,30,100,13,5,18
Leiomyoma,single,GDS2245,40,40,100,13,5,18
Leiomyoma,single,GDS2245,40,50,100,13,5,18
Leiomyoma,single,GDS2245,40,60,100,13,5,18
Leiomyoma,single,GDS2245,40,70,100,13,5,18
Leiomyoma,single,GDS2245,40,80,100,13,5,18
Leiomyoma,single,GDS2245,40,90,100,13,5,18
Leiomyoma,single,GDS2737,40,10,100,62,12,74
Leiomyoma,single,GDS2737,40,20,91.6667,62,12,74
Leiomyoma,single,GDS2737,40,30,91.6667,62,12,74
Leiomyoma,single,GDS2737,40,40,91.6667,62,12,74
Leiomyoma,single,GDS2737,40,50,91.6667,62,12,74
Leiomyoma,single,GDS2737,40,60,100,62,12,74
Leiomyoma,single,GDS2737,40,70,100,62,12,74
Leiomyoma,single,GDS2737,40,80,100,62,12,74
Leiomyoma,single,GDS2737,40,90,100,62,12,74
Leiomyoma,single,GDS2245,50,10,75,10,8,18
Leiomyoma,single,GDS2245,50,20,85.7143,11,7,18
Leiomyoma,single,GDS2245,50,30,100,11,7,18
Leiomyoma,single,GDS2245,50,40,100,11,7,18
Leiomyoma,single,GDS2245,50,50,100,11,7,18
Leiomyoma,single,GDS2245,50,60,100,11,7,18
Leiomyoma,single,GDS2245,50,70,100,11,7,18
Leiomyoma,single,GDS2245,50,80,100,11,7,18
Leiomyoma,single,GDS2245,50,90,100,11,7,18
Leiomyoma,single,GDS2737,50,10,100,60,14,74
Leiomyoma,single,GDS2737,50,20,93.3333,59,15,74
Leiomyoma,single,GDS2737,50,30,93.3333,59,15,74
Leiomyoma,single,GDS2737,50,40,93.3333,59,15,74
Leiomyoma,single,GDS2737,50,50,93.3333,59,15,74
Leiomyoma,single,GDS2737,50,60,100,59,15,74
Leiomyoma,single,GDS2737,50,70,100,59,15,74
Leiomyoma,single,GDS2737,50,80,100,59,15,74
Leiomyoma,single,GDS2737,50,90,100,59,15,74
Leiomyoma,single,GDS2245,60,10,100,9,9,18
Leiomyoma,single,GDS2245,60,20,85.7143,11,7,18
Leiomyoma,single,GDS2245,60,30,100,11,7,18
Leiomyoma,single,GDS2245,60,40,100,11,7,18
Leiomyoma,single,GDS2245,60,50,100,11,7,18
Leiomyoma,single,GDS2245,60,60,100,11,7,18
Leiomyoma,single,GDS2245,60,70,100,11,7,18
Leiomyoma,single,GDS2245,60,80,100,11,7,18
Leiomyoma,single,GDS2245,60,90,100,11,7,18
Leiomyoma,single,GDS2737,60,10,94.4444,56,18,74
Leiomyoma,single,GDS2737,60,20,94.4444,56,18,74
Leiomyoma,single,GDS2737,60,30,100,56,18,74
Leiomyoma,single,GDS2737,60,40,100,56,18,74
Leiomyoma,single,GDS2737,60,50,100,56,18,74
Leiomyoma,single,GDS2737,60,60,100,56,18,74
Leiomyoma,single,GDS2737,60,70,100,56,18,74
Leiomyoma,single,GDS2737,60,80,100,56,18,74
Leiomyoma,single,GDS2737,60,90,100,56,18,74
Leiomyoma,single,GDS2245,70,10,100,9,9,18
Leiomyoma,single,GDS2245,70,20,62.5,10,8,18
Leiomyoma,single,GDS2245,70,30,75,10,8,18
Leiomyoma,single,GDS2245,70,40,75,10,8,18
Leiomyoma,single,GDS2245,70,50,75,10,8,18
Leiomyoma,single,GDS2245,70,60,87.5,10,8,18
Leiomyoma,single,GDS2245,70,70,87.5,10,8,18
Leiomyoma,single,GDS2245,70,80,87.5,10,8,18
Leiomyoma,single,GDS2245,70,90,100,10,8,18
Leiomyoma,single,GDS2737,70,10,85,54,20,74
Leiomyoma,single,GDS2737,70,20,95,54,20,74
Leiomyoma,single,GDS2737,70,30,95,54,20,74
Leiomyoma,single,GDS2737,70,40,100,54,20,74
Leiomyoma,single,GDS2737,70,50,95,54,20,74
Leiomyoma,single,GDS2737,70,60,95,54,20,74
Leiomyoma,single,GDS2737,70,70,100,54,20,74
Leiomyoma,single,GDS2737,70,80,100,54,20,74
Leiomyoma,single,GDS2737,70,90,100,54,20,74
Leiomyoma,single,GDS2245,80,10,90,8,10,18
Leiomyoma,single,GDS2245,80,20,90,8,10,18
Leiomyoma,single,GDS2245,80,30,90,8,10,18
Leiomyoma,single,GDS2245,80,40,90,8,10,18
Leiomyoma,single,GDS2245,80,50,90,8,10,18
Leiomyoma,single,GDS2245,80,60,90,8,10,18
Leiomyoma,single,GDS2245,80,70,90,8,10,18
Leiomyoma,single,GDS2245,80,80,90,8,10,18
Leiomyoma,single,GDS2245,80,90,90,8,10,18
Leiomyoma,single,GDS2737,80,10,87.5,50,24,74
Leiomyoma,single,GDS2737,80,20,100,50,24,74
Leiomyoma,single,GDS2737,80,30,100,50,24,74
Leiomyoma,single,GDS2737,80,40,100,50,24,74
Leiomyoma,single,GDS2737,80,50,100,50,24,74
Leiomyoma,single,GDS2737,80,60,100,50,24,74
Leiomyoma,single,GDS2737,80,70,100,50,24,74
Leiomyoma,single,GDS2737,80,80,100,50,24,74
Leiomyoma,single,GDS2737,80,90,100,50,24,74
Leiomyoma,single,GDS2245,90,10,100,6,12,18
Leiomyoma,single,GDS2245,90,20,91.6667,6,12,18
Leiomyoma,single,GDS2245,90,30,100,6,12,18
Leiomyoma,single,GDS2245,90,40,100,6,12,18
Leiomyoma,single,GDS2245,90,50,100,6,12,18
Leiomyoma,single,GDS2245,90,60,91.6667,6,12,18
Leiomyoma,single,GDS2245,90,70,91.6667,6,12,18
Leiomyoma,single,GDS2245,90,80,91.6667,6,12,18
Leiomyoma,single,GDS2245,90,90,91.6667,6,12,18
Leiomyoma,single,GDS2737,90,10,84.6154,48,26,74
Leiomyoma,single,GDS2737,90,20,92.3077,48,26,74
Leiomyoma,single,GDS2737,90,30,100,48,26,74
Leiomyoma,single,GDS2737,90,40,96.1538,48,26,74
Leiomyoma,single,GDS2737,90,50,100,48,26,74
Leiomyoma,single,GDS2737,90,60,100,48,26,74
Leiomyoma,single,GDS2737,90,70,100,48,26,74
Leiomyoma,single,GDS2737,90,80,100,48,26,74
Leiomyoma,single,GDS2737,90,90,100,48,26,74
Leiomyoma,multi,GDS2245,10,10,100,54,1,55
Leiomyoma,multi,GDS2245,10,20,100,54,1,55
Leiomyoma,multi,GDS2245,10,30,100,54,1,55
Leiomyoma,multi,GDS2245,10,40,100,54,1,55
Leiomyoma,multi,GDS2245,10,50,100,54,1,55
Leiomyoma,multi,GDS2245,10,60,100,54,1,55
Leiomyoma,multi,GDS2245,10,70,100,54,1,55
Leiomyoma,multi,GDS2245,10,80,100,54,1,55
Leiomyoma,multi,GDS2245,10,90,100,54,1,55
Leiomyoma,multi,GDS2737,10,10,100,52,3,55
Leiomyoma,multi,GDS2737,10,20,100,52,3,55
Leiomyoma,multi,GDS2737,10,30,66.6667,52,3,55
Leiomyoma,multi,GDS2737,10,40,66.6667,52,3,55
Leiomyoma,multi,GDS2737,10,50,66.6667,52,3,55
Leiomyoma,multi,GDS2737,10,60,66.6667,52,3,55
Leiomyoma,multi,GDS2737,10,70,33.3333,52,3,55
Leiomyoma,multi,GDS2737,10,80,33.3333,52,3,55
Leiomyoma,multi,GDS2737,10,90,33.3333,52,3,55
Leiomyoma,multi,GDS2245,20,10,100,52,3,55
Leiomyoma,multi,GDS2245,20,20,100,52,3,55
Leiomyoma,multi,GDS2245,20,30,100,52,3,55
Leiomyoma,multi,GDS2245,20,40,100,52,3,55
Leiomyoma,multi,GDS2245,20,50,100,52,3,55
Leiomyoma,multi,GDS2245,20,60,100,52,3,55
Leiomyoma,multi,GDS2245,20,70,100,52,3,55
Leiomyoma,multi,GDS2245,20,80,100,52,3,55
Leiomyoma,multi,GDS2245,20,90,100,52,3,55
Leiomyoma,multi,GDS2737,20,10,71.4286,48,7,55
Leiomyoma,multi,GDS2737,20,20,57.1429,48,7,55
Leiomyoma,multi,GDS2737,20,30,71.4286,48,7,55
Leiomyoma,multi,GDS2737,20,40,71.4286,48,7,55
Leiomyoma,multi,GDS2737,20,50,42.8571,48,7,55
Leiomyoma,multi,GDS2737,20,60,42.8571,48,7,55
Leiomyoma,multi,GDS2737,20,70,28.5714,48,7,55
Leiomyoma,multi,GDS2737,20,80,28.5714,48,7,55
Leiomyoma,multi,GDS2737,20,90,28.5714,48,7,55
Leiomyoma,multi,GDS2245,30,10,75,51,4,55
Leiomyoma,multi,GDS2245,30,20,100,51,4,55
Leiomyoma,multi,GDS2245,30,30,100,51,4,55
Leiomyoma,multi,GDS2245,30,40,100,51,4,55
Leiomyoma,multi,GDS2245,30,50,100,51,4,55
Leiomyoma,multi,GDS2245,30,60,100,51,4,55
Leiomyoma,multi,GDS2245,30,70,100,51,4,55
Leiomyoma,multi,GDS2245,30,80,100,51,4,55
Leiomyoma,multi,GDS2245,30,90,100,51,4,55
Leiomyoma,multi,GDS2737,30,10,50,45,10,55
Leiomyoma,multi,GDS2737,30,20,40,45,10,55
Leiomyoma,multi,GDS2737,30,30,80,45,10,55
Leiomyoma,multi,GDS2737,30,40,60,45,10,55
Leiomyoma,multi,GDS2737,30,50,60,45,10,55
Leiomyoma,multi,GDS2737,30,60,50,45,10,55
Leiomyoma,multi,GDS2737,30,70,40,45,10,55
Leiomyoma,multi,GDS2737,30,80,40,45,10,55
Leiomyoma,multi,GDS2737,30,90,40,45,10,55
Leiomyoma,multi,GDS2245,40,10,80,50,5,55
Leiomyoma,multi,GDS2245,40,20,80,50,5,55
Leiomyoma,multi,GDS2245,40,30,100,50,5,55
Leiomyoma,multi,GDS2245,40,40,100,50,5,55
Leiomyoma,multi,GDS2245,40,50,100,50,5,55
Leiomyoma,multi,GDS2245,40,60,100,50,5,55
Leiomyoma,multi,GDS2245,40,70,100,50,5,55
Leiomyoma,multi,GDS2245,40,80,100,50,5,55
Leiomyoma,multi,GDS2245,40,90,100,50,5,55
Leiomyoma,multi,GDS2737,40,10,75,43,12,55
Leiomyoma,multi,GDS2737,40,20,58.3333,43,12,55
Leiomyoma,multi,GDS2737,40,30,50,43,12,55
Leiomyoma,multi,GDS2737,40,40,58.3333,43,12,55
Leiomyoma,multi,GDS2737,40,50,58.3333,43,12,55
Leiomyoma,multi,GDS2737,40,60,50,43,12,55
Leiomyoma,multi,GDS2737,40,70,50,43,12,55
Leiomyoma,multi,GDS2737,40,80,50,43,12,55
Leiomyoma,multi,GDS2737,40,90,50,43,12,55
Leiomyoma,multi,GDS2245,50,10,85.7143,48,7,55
Leiomyoma,multi,GDS2245,50,20,85.7143,48,7,55
Leiomyoma,multi,GDS2245,50,30,85.7143,48,7,55
Leiomyoma,multi,GDS2245,50,40,85.7143,48,7,55
Leiomyoma,multi,GDS2245,50,50,71.4286,48,7,55
Leiomyoma,multi,GDS2245,50,60,85.7143,48,7,55
Leiomyoma,multi,GDS2245,50,70,85.7143,48,7,55
Leiomyoma,multi,GDS2245,50,80,85.7143,48,7,55
Leiomyoma,multi,GDS2245,50,90,85.7143,48,7,55
Leiomyoma,multi,GDS2737,50,10,66.6667,40,15,55
Leiomyoma,multi,GDS2737,50,20,73.3333,40,15,55
Leiomyoma,multi,GDS2737,50,30,66.6667,40,15,55
Leiomyoma,multi,GDS2737,50,40,66.6667,40,15,55
Leiomyoma,multi,GDS2737,50,50,66.6667,40,15,55
Leiomyoma,multi,GDS2737,50,60,60,40,15,55
Leiomyoma,multi,GDS2737,50,70,46.6667,40,15,55
Leiomyoma,multi,GDS2737,50,80,53.3333,40,15,55
Leiomyoma,multi,GDS2737,50,90,53.3333,40,15,55
Leiomyoma,multi,GDS2245,60,10,85.7143,48,7,55
Leiomyoma,multi,GDS2245,60,20,85.7143,48,7,55
Leiomyoma,multi,GDS2245,60,30,85.7143,48,7,55
Leiomyoma,multi,GDS2245,60,40,85.7143,48,7,55
Leiomyoma,multi,GDS2245,60,50,71.4286,48,7,55
Leiomyoma,multi,GDS2245,60,60,85.7143,48,7,55
Leiomyoma,multi,GDS2245,60,70,85.7143,48,7,55
Leiomyoma,multi,GDS2245,60,80,85.7143,48,7,55
Leiomyoma,multi,GDS2245,60,90,85.7143,48,7,55
Leiomyoma,multi,GDS2737,60,10,61.1111,37,18,55
Leiomyoma,multi,GDS2737,60,20,61.1111,37,18,55
Leiomyoma,multi,GDS2737,60,30,72.2222,37,18,55
Leiomyoma,multi,GDS2737,60,40,72.2222,37,18,55
Leiomyoma,multi,GDS2737,60,50,61.1111,37,18,55
Leiomyoma,multi,GDS2737,60,60,50,37,18,55
Leiomyoma,multi,GDS2737,60,70,50,37,18,55
Leiomyoma,multi,GDS2737,60,80,50,37,18,55
Leiomyoma,multi,GDS2737,60,90,55.5556,37,18,55
Leiomyoma,multi,GDS2245,70,10,25,47,8,55
Leiomyoma,multi,GDS2245,70,20,37.5,47,8,55
Leiomyoma,multi,GDS2245,70,30,37.5,47,8,55
Leiomyoma,multi,GDS2245,70,40,25,47,8,55
Leiomyoma,multi,GDS2245,70,50,12.5,47,8,55
Leiomyoma,multi,GDS2245,70,60,12.5,47,8,55
Leiomyoma,multi,GDS2245,70,70,12.5,47,8,55
Leiomyoma,multi,GDS2245,70,80,12.5,47,8,55
Leiomyoma,multi,GDS2245,70,90,12.5,47,8,55
Leiomyoma,multi,GDS2737,70,10,55,35,20,55
Leiomyoma,multi,GDS2737,70,20,50,35,20,55
Leiomyoma,multi,GDS2737,70,30,60,35,20,55
Leiomyoma,multi,GDS2737,70,40,65,35,20,55
Leiomyoma,multi,GDS2737,70,50,65,35,20,55
Leiomyoma,multi,GDS2737,70,60,65,35,20,55
Leiomyoma,multi,GDS2737,70,70,75,35,20,55
Leiomyoma,multi,GDS2737,70,80,70,35,20,55
Leiomyoma,multi,GDS2737,70,90,60,35,20,55
Leiomyoma,multi,GDS2245,80,10,70,45,10,55
Leiomyoma,multi,GDS2245,80,20,50,45,10,55
Leiomyoma,multi,GDS2245,80,30,50,45,10,55
Leiomyoma,multi,GDS2245,80,40,40,45,10,55
Leiomyoma,multi,GDS2245,80,50,30,45,10,55
Leiomyoma,multi,GDS2245,80,60,20,45,10,55
Leiomyoma,multi,GDS2245,80,70,20,45,10,55
Leiomyoma,multi,GDS2245,80,80,20,45,10,55
Leiomyoma,multi,GDS2245,80,90,20,45,10,55
Leiomyoma,multi,GDS2737,80,10,45.8333,31,24,55
Leiomyoma,multi,GDS2737,80,20,45.8333,31,24,55
Leiomyoma,multi,GDS2737,80,30,66.6667,31,24,55
Leiomyoma,multi,GDS2737,80,40,66.6667,31,24,55
Leiomyoma,multi,GDS2737,80,50,66.6667,31,24,55
Leiomyoma,multi,GDS2737,80,60,79.1667,31,24,55
Leiomyoma,multi,GDS2737,80,70,70.8333,31,24,55
Leiomyoma,multi,GDS2737,80,80,58.3333,31,24,55
Leiomyoma,multi,GDS2737,80,90,58.3333,31,24,55
Leiomyoma,multi,GDS2245,90,10,91.6667,43,12,55
Leiomyoma,multi,GDS2245,90,20,91.6667,43,12,55
Leiomyoma,multi,GDS2245,90,30,91.6667,43,12,55
Leiomyoma,multi,GDS2245,90,40,91.6667,43,12,55
Leiomyoma,multi,GDS2245,90,50,100,43,12,55
Leiomyoma,multi,GDS2245,90,60,91.6667,43,12,55
Leiomyoma,multi,GDS2245,90,70,83.3333,43,12,55
Leiomyoma,multi,GDS2245,90,80,83.3333,43,12,55
Leiomyoma,multi,GDS2245,90,90,83.3333,43,12,55
Leiomyoma,multi,GDS2737,90,10,53.8462,29,26,55
Leiomyoma,multi,GDS2737,90,20,53.8462,29,26,55
Leiomyoma,multi,GDS2737,90,30,69.2308,29,26,55
Leiomyoma,multi,GDS2737,90,40,69.2308,29,26,55
Leiomyoma,multi,GDS2737,90,50,65.3846,29,26,55
Leiomyoma,multi,GDS2737,90,60,53.8462,29,26,55
Leiomyoma,multi,GDS2737,90,70,50,29,26,55
Leiomyoma,multi,GDS2737,90,80,53.8462,29,26,55
Leiomyoma,multi,GDS2737,90,90,53.8462,29,26,55
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,10,10,100,18,2,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,10,20,100,18,2,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,10,30,100,18,2,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,10,40,100,18,2,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,10,50,100,18,2,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,10,60,100,18,2,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,10,70,100,18,2,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,10,80,100,18,2,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,10,90,100,18,2,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,10,10,100,16,1,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,10,20,100,16,1,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,10,30,100,16,1,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,10,40,100,16,1,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,10,50,100,16,1,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,10,60,100,16,1,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,10,70,100,16,1,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,10,80,100,16,1,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,10,90,100,16,1,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,20,10,75,16,4,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,20,20,100,16,4,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,20,30,100,16,4,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,20,40,100,16,4,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,20,50,100,16,4,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,20,60,100,16,4,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,20,70,100,16,4,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,20,80,100,16,4,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,20,90,100,16,4,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,20,10,100,14,3,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,20,20,100,14,3,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,20,30,100,14,3,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,20,40,100,14,3,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,20,50,100,14,3,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,20,60,100,14,3,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,20,70,100,14,3,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,20,80,100,14,3,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,20,90,100,14,3,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,30,10,100,15,5,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,30,20,100,15,5,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,30,30,100,15,5,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,30,40,100,15,5,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,30,50,100,15,5,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,30,60,100,15,5,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,30,70,100,15,5,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,30,80,100,15,5,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,30,90,100,15,5,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,30,10,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,30,20,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,30,30,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,30,40,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,30,50,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,30,60,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,30,70,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,30,80,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,30,90,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,40,10,100,13,7,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,40,20,100,13,7,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,40,30,100,13,7,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,40,40,100,13,7,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,40,50,100,13,7,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,40,60,100,13,7,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,40,70,100,13,7,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,40,80,100,13,7,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,40,90,100,13,7,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,40,10,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,40,20,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,40,30,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,40,40,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,40,50,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,40,60,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,40,70,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,40,80,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,40,90,100,13,4,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,50,10,66.6667,11,9,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,50,20,77.7778,11,9,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,50,30,77.7778,11,9,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,50,40,77.7778,11,9,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,50,50,77.7778,11,9,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,50,60,77.7778,11,9,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,50,70,77.7778,11,9,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,50,80,77.7778,11,9,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3474,50,90,77.7778,11,9,20
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,50,10,66.6667,11,6,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,50,20,66.6667,11,6,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,50,30,66.6667,11,6,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,50,40,66.6667,11,6,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,50,50,66.6667,11,6,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,50,60,83.3333,11,6,17
Muscular_Dystrophies_Limb-Girdle,single,GDS3475,50,70,83.3333,11,6,17
